ProviderName,LicenseType,ProviderType,ProviderTypeDescription,QualityRating,QualityRatingDescription,ProviderCapacity,PhysicalCity,PhysicalZipCode,CountyNumber,CountyName,PhoneNumber,HoursofOperation,DaysofOperation
Janice Alonzo,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,GOODMAN,39079,26,HOLMES,601-866-2898,10 AM - 5 PM,M T W 
Janice Schaible,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,LEXINGTON,39095,26,HOLMES,601-876-3645,3 PM - 5 PM,M T W TH F
Jean Vera,UNLICENSED,6,Relative In-Home,0,Not Rated,5,GOODMAN,39079,26,HOLMES,601-885-2403,11 AM - 9 AM,M W F
Angela M. Hopkins,LICENSED,3,Group Home,1,Low,23,TCHULA,39169,26,HOLMES,601-892-6019,4 PM - 11 AM,T W F
Angela Smith,LICENSED,3,Group Home,2,Average,57,DURANT,39063,26,HOLMES,601-897-0479,9 AM - 5 AM,TH F
Jennifer Smith,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,TCHULA,39169,26,HOLMES,601-900-9381,3 PM - 4 AM,M W 
Jillian G Barnes,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,LEXINGTON,39095,26,HOLMES,601-923-0899,2 PM - 5 PM,T TH F
JoAnn Wilson,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,DURANT,39063,26,HOLMES,601-924-8503,10 AM - 5 AM,W F
JoAnna Quinn,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,GOODMAN,39079,26,HOLMES,601-925-5437,2 PM - 5 PM,T W F
Jodi Moore,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,LEXINGTON,39095,26,HOLMES,601-928-1505,10 AM - 7 AM,T TH F
Judy  Beaty,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,LEXINGTON,39095,26,HOLMES,601-948-7900,10 AM - 2 PM,M T W 
Anh Ngoc Dang,LICENSED,4,Center,0,Not Rated,99,TCHULA,39169,26,HOLMES,601-960-2400,4 PM - 9 AM,F
Julie Buckner,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,DURANT,39063,26,HOLMES,601-977-9950,12 PM - 3 PM,M T W TH 
Julie Price,UNLICENSED,6,Relative In-Home,0,Not Rated,5,TCHULA,39169,26,HOLMES,601-981-2508,11 AM - 12 PM,M W TH 
Kalpana  Biswa,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,PICKENS,39146,26,HOLMES,601-982-8156,12 PM - 4 PM,M TH 
Kami Appelhans,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,PICKENS,39146,26,HOLMES,601-987-3512,1 PM - 3 AM,M 
Ann Hornbuckle,LICENSED,4,Center,2,Average,45,DURANT,39063,26,HOLMES,601-987-9482,1 PM - 4 AM,M F
Anna Nu Ton,LICENSED,3,Group Home,0,Not Rated,23,TCHULA,39169,26,HOLMES,661-434-7111,12 PM - 3 AM,W F
Karen Lynette Bedford,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,LEXINGTON,39095,26,HOLMES,662-200-2234,2 PM - 5 PM,M TH 
Karen Schenck,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,DURANT,39063,26,HOLMES,662-207-1607,9 AM - 7 AM,W 
Karen White,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,PICKENS,39146,26,HOLMES,662-207-5786,12 PM - 10 AM,M W TH F
Kasandra  Elliott,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,TCHULA,39169,26,HOLMES,662-216-0754,4 PM - 6 AM,T W 
Kassandra Canales,UNLICENSED,6,Relative In-Home,0,Not Rated,5,DURANT,39063,26,HOLMES,662-216-3742,10 AM - 2 AM,M T 
Anne Frank- Celestial YMCA,LICENSED,4,Center,0,Not Rated,15,TCHULA,39169,26,HOLMES,662-219-0264,1 PM - 12 PM,T TH F
Katherine Hardaway,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,DURANT,39063,26,HOLMES,662-219-2198,12 PM - 11 AM,T TH 
Kathryn Jimenez,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,TCHULA,39169,26,HOLMES,662-226-4462,1 PM - 6 AM,M T 
Kathy  Durham,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,TCHULA,39169,26,HOLMES,662-226-7459,12 PM - 2 AM,T 
Kathy Vogel,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,PICKENS,39146,26,HOLMES,662-230-2563,4 PM - 2 AM,M T W F
Annette Penney Hall,LICENSED,4,Center,0,Not Rated,17,TCHULA,39169,26,HOLMES,662-235-4024,11 AM - 7 AM,M W F
Annointed Christian Childcare,LICENSED,4,Center,0,Not Rated,61,DURANT,39063,26,HOLMES,662-236-5976,4 PM - 11 AM,T W F
Annunciation Infant Development Center,LICENSED,4,Center,0,Not Rated,21,LEXINGTON,39095,26,HOLMES,662-246-8566,12 PM - 4 AM,T W F
Linda Dockery Keeling,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,GOODMAN,39079,26,HOLMES,662-335-1076,10 AM - 7 AM,M F
Lisa Newton,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,DURANT,39063,26,HOLMES,662-347-0538,10 AM - 1 PM,M T F
Ashley Weber,LICENSED,4,Center,0,Not Rated,30,PICKENS,39146,26,HOLMES,662-352-5120,3 PM - 5 AM,M 
Maegen  Wolfe-Burr,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,CRUGER,38924,26,HOLMES,662-378-8905,2 PM - 7 AM,M TH F
Margaret Wilson,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,LEXINGTON,39095,26,HOLMES,662-383-2551,11 AM - 12 PM,W TH 
Margarita Calderon,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,DURANT,39063,26,HOLMES,662-385-0932,10 AM - 10 AM,M W 
Margie Schoenvogel,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,DURANT,39063,26,HOLMES,662-390-3568,1 PM - 5 PM,T W F
Austin Community College Child,LICENSED,4,Center,0,Not Rated,30,PICKENS,39146,26,HOLMES,662-392-0489,1 PM - 7 AM,W 
Maria  Gonzalez,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,DURANT,39063,26,HOLMES,662-392-5408,2 PM - 7 AM,M T 
Maria  Sanchez,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,DURANT,39063,26,HOLMES,662-393-8961,10 AM - 9 AM,T 
Maria A. Hernandez,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,DURANT,39063,26,HOLMES,662-394-5513,11 AM - 4 PM,T F
Maria Jimenez,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,LEXINGTON,39095,26,HOLMES,662-453-1259,9 AM - 2 AM,M 
Marisa  Russell,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,DURANT,39063,26,HOLMES,662-492-8979,2 PM - 11 AM,T W TH F
Barbara A Campbell,LICENSED,4,Center,0,Not Rated,99,TCHULA,39169,26,HOLMES,662-537-7833,10 AM - 11 AM,W TH 
Mary Stettheimer,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,DURANT,39063,26,HOLMES,662-541-0787,9 AM - 12 PM,T W 
Melanie Fusilier,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,DURANT,39063,26,HOLMES,662-562-7697,11 AM - 1 PM,F
Melissa  Bustos,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,GOODMAN,39079,26,HOLMES,662-568-2203,2 PM - 5 AM,M T TH 
Michelle Muenchow,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,DURANT,39063,26,HOLMES,662-579-9415,12 PM - 9 AM,M T F
Minty Kay Grimes,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,LEXINGTON,39095,26,HOLMES,662-588-1645,10 AM - 3 AM,M 
Natasha McRae,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,LEXINGTON,39095,26,HOLMES,662-613-9779,1 PM - 8 AM,TH 
Nereyda Jacklyn Serrano,UNLICENSED,6,Relative In-Home,0,Not Rated,5,LEXINGTON,39095,26,HOLMES,662-617-8188,1 PM - 9 AM,
Nia Louise Davey,UNLICENSED,6,Relative In-Home,0,Not Rated,5,PICKENS,39146,26,HOLMES,662-621-9815,2 PM - 4 AM,TH 
Nicole Williams,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,DURANT,39063,26,HOLMES,662-624-6439,2 PM - 7 AM,W TH 
Patricia Thomas Edwards,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,LEXINGTON,39095,26,HOLMES,662-675-2242,9 AM - 2 AM,T TH F
Peggy  Houston,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,DURANT,39063,26,HOLMES,662-695-6057,9 AM - 4 PM,M TH F
Rachael Chambers,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,LEXINGTON,39095,26,HOLMES,662-721-6962,12 PM - 6 AM,W TH 
Reanell  Speer,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,DURANT,39063,26,HOLMES,662-736-2852,9 AM - 11 AM,M TH 
Rebecca  Koelpin,UNLICENSED,6,Relative In-Home,0,Not Rated,5,PICKENS,39146,26,HOLMES,662-736-6221,10 AM - 4 PM,M F
Renise Baulden,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,WEST,39192,26,HOLMES,662-746-4325,10 AM - 4 PM,M T W TH 
Rhonda Yvette Texada,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,LEXINGTON,39095,26,HOLMES,662-746-6523,10 AM - 2 AM,M 
Robert  Hooten,UNLICENSED,6,Relative In-Home,0,Not Rated,5,DURANT,39063,26,HOLMES,662-746-8997,9 AM - 3 AM,M T TH F
Rosa Elia Loredo,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,WEST,39192,26,HOLMES,662-763-5061,12 PM - 2 AM,M W TH F
Rosa M Williams,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,GOODMAN,39079,26,HOLMES,662-763-7790,1 PM - 10 AM,M T W F
Rosa Maria Membreno,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,LEXINGTON,39095,26,HOLMES,662-763-8759,4 PM - 3 AM,T W TH 
Betty Sue Creech Elementary ASP,LICENSED,4,Center,0,Not Rated,10,PICKENS,39146,26,HOLMES,662-775-5018,11 AM - 5 PM,T 
Beverley Browne,LICENSED,4,Center,1,Low,93,GOODMAN,39079,26,HOLMES,662-798-0651,12 PM - 2 PM,W TH 
Ruby  Jackson,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,DURANT,39063,26,HOLMES,662-820-2687,10 AM - 8 AM,T W TH F
Ruby Lee Green,UNLICENSED,6,Relative In-Home,0,Not Rated,5,PICKENS,39146,26,HOLMES,662-820-6826,11 AM - 10 AM,M T W F
Bi Van Ngo,LICENSED,4,Center,2,Average,109,LEXINGTON,39095,26,HOLMES,662-820-9011,2 PM - 5 AM,M T TH F
Ruth Sapp,UNLICENSED,6,Relative In-Home,0,Not Rated,5,DURANT,39063,26,HOLMES,662-822-5749,12 PM - 10 AM,TH 
Sabrina Rascoe,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,GOODMAN,39079,26,HOLMES,662-827-1080,1 PM - 7 AM,T W TH F
Sandra Dawn McCleary,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,WEST,39192,26,HOLMES,662-834-4589,9 AM - 4 AM,
Sarah  Gilbreath,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,TCHULA,39169,26,HOLMES,662-840-7888,9 AM - 2 PM,T W TH 
Blanca Lilia Espitia,LICENSED,4,Center,0,Not Rated,142,TCHULA,39169,26,HOLMES,662-874-0457,11 AM - 7 AM,W F
Shanice Kettle,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,WEST,39192,26,HOLMES,662-887-5933,9 AM - 5 PM,M T 
Shelley Stephens,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,DURANT,39063,26,HOLMES,662-967-2361,4 PM - 11 AM,TH F
Sherry Hale,UNLICENSED,6,Relative In-Home,0,Not Rated,5,TCHULA,39169,26,HOLMES,763-464-9690,2 PM - 1 PM,T W 
Sofia Martinez,UNLICENSED,6,Relative In-Home,0,Not Rated,5,PICKENS,39146,26,HOLMES,769-274-3532,1 PM - 8 AM,T F
Sondra  Scott,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,DURANT,39063,26,HOLMES,769-274-6480,10 AM - 10 AM,M T TH F
Stephanie  Kay Cole,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,DURANT,39063,26,HOLMES,769-572-7567,12 PM - 3 PM,M TH F
Tabatha Anne Miller,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,WEST,39192,26,HOLMES,601-209-7546,12 PM - 6 AM,M T W TH F
Tameka Vazquez,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,LEXINGTON,39095,26,HOLMES,601-259-8059,3 PM - 9 AM,M T W 
Tammie Shepherd,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,DURANT,39063,26,HOLMES,601-291-7676,12 PM - 9 AM,T TH 
Learning 4 Life Child Care,LICENSED,3,Group Home,0,Not Rated,80,JACKSON,39209,25,HINDS,228-202-5215,3 PM - 3 PM,T TH F
1.2..me Kidz,LICENSED,4,Center,0,Not Rated,55,JACKSON,39206,25,HINDS,228-205-3773,1 PM - 5 PM,M T W TH F
Adriana Elizabeth Otero,UNLICENSED,6,Relative In-Home,0,Not Rated,5,JACKSON,39209,25,HINDS,228-206-7748,10 AM - 5 PM,T F
Adriana Martinez,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,JACKSON,39209,25,HINDS,228-207-2407,10 AM - 1 PM,M W TH 
Agnes Timmons,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,JACKSON,39209,25,HINDS,228-209-4250,1 PM - 3 PM,W TH 
"1st Thing 1st Child Development and Learning Center, LLC",LICENSED,3,Group Home,1,Low,135,JACKSON,39203,25,HINDS,228-213-6383,12 PM - 3 PM,M W F
Aimee Folk,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,JACKSON,39206,25,HINDS,228-217-6729,10 AM - 7 AM,M TH 
Alesel Monae Alexander,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,JACKSON,39213,25,HINDS,228-224-6790,2 PM - 3 AM,M T W TH 
A - Kid - Campus,LICENSED,4,Center,0,Not Rated,32,JACKSON,39209,25,HINDS,228-233-9655,1 PM - 6 AM,M T TH 
A and B Christian School,LICENSED,3,Group Home,0,Not Rated,24,JACKSON,39209,25,HINDS,228-234-0970,9 AM - 5 PM,M T W TH F
A and M Child Care Center,LICENSED,2,Slot Contractor,0,Not Rated,30,JACKSON,39209,25,HINDS,228-234-0970,11 AM - 3 AM,M W F
Alice M Whalon,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,JACKSON,39209,25,HINDS,228-234-1318,11 AM - 5 AM,M F
A Bright Beginning #3,LICENSED,4,Center,0,Not Rated,22,JACKSON,39206,25,HINDS,228-249-1471,1 PM - 6 AM,M T F
Alicia Venecia,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,JACKSON,39209,25,HINDS,228-249-4315,12 PM - 6 AM,M 
Alisha  Howell,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,JACKSON,39209,25,HINDS,228-249-6131,9 AM - 6 AM,T TH 
Allyson Chadwell,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,JACKSON,39209,25,HINDS,228-265-5942,11 AM - 3 PM,M W TH F
Alma Rosa Aguilar,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,JACKSON,39209,25,HINDS,228-284-4358,9 AM - 1 PM,M TH F
A Christian Academy,LICENSED,2,Slot Contractor,0,Not Rated,29,JACKSON,39206,25,HINDS,228-297-4408,12 PM - 2 PM,M 
A Creative Genius Learning Academy,LICENSED,4,Center,0,Not Rated,80,JACKSON,39209,25,HINDS,228-313-5806,3 PM - 2 PM,M 
A Garden For Children Child Dev. Center,LICENSED,3,Group Home,1,Low,38,JACKSON,39206,25,HINDS,228-326-5461,1 PM - 1 PM,M F
A Guardian Angel Child Care Ctr,LICENSED,4,Center,1,Low,43,JACKSON,39206,25,HINDS,228-343-3892,10 AM - 11 AM,M W F
Amanda Lively,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,JACKSON,39209,25,HINDS,228-344-0234,1 PM - 11 AM,T TH F
"A Happy Home Child Care, LLC",LICENSED,4,Center,1,Low,38,JACKSON,39206,25,HINDS,228-363-5244,1 PM - 5 AM,W 
Amber M Truett,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,JACKSON,39213,25,HINDS,228-385-3900,1 PM - 7 AM,M T W F
Amelia Ann McCarty,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,JACKSON,39213,25,HINDS,228-392-2183,9 AM - 2 PM,T W TH F
America  Medina,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,JACKSON,39204,25,HINDS,228-392-3360,1 PM - 11 AM,T W TH F
Amy   Leath,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,JACKSON,39209,25,HINDS,228-392-9896,3 PM - 3 PM,M T W TH 
A Magic Day,LICENSED,4,Center,0,Not Rated,30,JACKSON,39206,25,HINDS,228-424-7142,11 AM - 8 AM,M T W TH F
Amy Berger,UNLICENSED,6,Relative In-Home,0,Not Rated,5,JACKSON,39213,25,HINDS,228-424-7142,9 AM - 8 AM,W TH 
A Michelle Jackson,LICENSED,4,Center,0,Not Rated,44,JACKSON,39213,25,HINDS,228-435-5266,9 AM - 4 AM,T W TH F
Ana Flores,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,JACKSON,39209,25,HINDS,228-435-5266,1 PM - 1 PM,M T W 
A New World Christian L C #2,LICENSED,4,Center,1,Low,30,CLINTON,39056,25,HINDS,228-475-5440,2 PM - 1 PM,M T F
A Place to Grow,LICENSED,4,Center,1,Low,33,JACKSON,39209,25,HINDS,228-497-9278,2 PM - 5 AM,M W 
A Place to Grow IV,LICENSED,4,Center,0,Not Rated,50,JACKSON,39213,25,HINDS,228-546-2568,9 AM - 11 AM,T W F
A Place to Grow Learning Center,LICENSED,4,Center,0,Not Rated,26,JACKSON,39209,25,HINDS,228-563-5289,1 PM - 11 AM,T TH F
Angela Peoples,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,JACKSON,39209,25,HINDS,228-588-9578,2 PM - 3 PM,T W TH F
Angela Whitton,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,JACKSON,39213,25,HINDS,228-617-0135,9 AM - 4 AM,T W 
Angela Winzer Jones,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,JACKSON,39206,25,HINDS,228-623-1426,11 AM - 5 PM,M W F
A Rocking Chair,LICENSED,4,Center,0,Not Rated,26,JACKSON,39204,25,HINDS,228-623-3477,2 PM - 11 AM,F
A Special Place,LICENSED,4,Center,0,Not Rated,70,JACKSON,39206,25,HINDS,228-623-4240,9 AM - 3 AM,TH 
A Step Above,LICENSED,4,Center,1,Low,31,JACKSON,39203,25,HINDS,228-627-7297,2 PM - 12 PM,M TH F
Angelica Garza,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,JACKSON,39211,25,HINDS,228-688-3224,9 AM - 8 AM,TH F
Angelica McGinley,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,JACKSON,39213,25,HINDS,228-697-6153,9 AM - 12 PM,M 
Angie Weeks,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,JACKSON,39209,25,HINDS,228-762-4710,3 PM - 4 AM,T TH 
Angie Williams,UNLICENSED,6,Relative In-Home,0,Not Rated,5,JACKSON,39209,25,HINDS,228-762-7528,10 AM - 7 AM,M W F
A Touch of Love Child Care,LICENSED,4,Center,1,Low,105,JACKSON,39204,25,HINDS,228-769-3319,12 PM - 11 AM,M TH F
Anita Baker,UNLICENSED,6,Relative In-Home,0,Not Rated,5,JACKSON,39213,25,HINDS,228-822-0644,10 AM - 4 AM,W TH 
Anna Lisa Urbina,UNLICENSED,6,Relative In-Home,0,Not Rated,5,JACKSON,39204,25,HINDS,228-832-6834,4 PM - 4 PM,M F
A+ Scholars Daycare Center,LICENSED,4,Center,4,Very Good,60,JACKSON,39209,25,HINDS,228-865-4633,4 PM - 2 AM,T F
April Glass,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,JACKSON,39206,25,HINDS,228-868-7076,12 PM - 5 PM,T W 
"A2Z Alphabet Alley, Inc.",LICENSED,4,Center,0,Not Rated,321,TERRY,39170,25,HINDS,228-872-9247,12 PM - 3 AM,M TH F
Aracely Villarreal,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,JACKSON,39206,25,HINDS,228-896-4464,4 PM - 12 PM,T W 
Abacus Children's Academy,LICENSED,4,Center,1,Low,64,JACKSON,39212,25,HINDS,228-897-7686,3 PM - 1 PM,M T F
Abacus School of Austin,LICENSED,4,Center,0,Not Rated,147,JACKSON,39209,25,HINDS,228-934-1820,1 PM - 3 PM,M W F
Ashley  Martinez,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,JACKSON,39204,25,HINDS,251-455-3908,2 PM - 3 PM,M F
Ashley  Williams,UNLICENSED,6,Relative In-Home,0,Not Rated,5,JACKSON,39213,25,HINDS,251-639-6868,3 PM - 5 AM,M TH F
ABC Adventurous Beginnings for Children,LICENSED,4,Center,0,Not Rated,44,JACKSON,39204,25,HINDS,480-390-0393,10 AM - 8 AM,TH F
Atikem Kadir Amin,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,RAYMOND,39154,25,HINDS,562-940-0102,3 PM - 1 PM,T W 
Audrea Beckett,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,JACKSON,39209,25,HINDS,601-000-0000,11 AM - 5 PM,M T W TH 
ABC Child Care Learning Center,LICENSED,4,Center,0,Not Rated,100,JACKSON,39204,25,HINDS,601-200-4100,3 PM - 1 PM,M 
ABC Christian Child Care,LICENSED,4,Center,3,Good,167,JACKSON,39203,25,HINDS,601-218-2386,11 AM - 8 AM,M 
ABC Discovery Learning Center,LICENSED,4,Center,1,Low,28,JACKSON,39204,25,HINDS,601-222-0082,10 AM - 4 PM,W F
Barbara A Burns,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,JACKSON,39213,25,HINDS,601-225-4884,3 PM - 8 AM,M T W TH 
Barbara Liollio,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,JACKSON,39211,25,HINDS,601-248-4627,1 PM - 7 AM,M T W TH 
Barbara Weaver,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,JACKSON,39204,25,HINDS,601-249-3793,3 PM - 3 PM,T W 
ABC Learning Academy,LICENSED,4,Center,0,Not Rated,60,JACKSON,39209,25,HINDS,601-250-1339,12 PM - 2 PM,T W TH 
Barbara Williams,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,JACKSON,39213,25,HINDS,601-250-4700,12 PM - 9 AM,M T TH 
Beatrice Marie Hernandez,UNLICENSED,6,Relative In-Home,0,Not Rated,5,JACKSON,39209,25,HINDS,601-260-2947,9 AM - 5 AM,M T TH F
ABC Preschool and Childcare Center,LICENSED,4,Center,0,Not Rated,60,JACKSON,39209,25,HINDS,601-268-0246,4 PM - 9 AM,M T W 
ABC Son Shine School,LICENSED,4,Center,0,Not Rated,30,JACKSON,39206,25,HINDS,601-270-9004,10 AM - 5 AM,TH F
ABC Spanish School Care,LICENSED,4,Center,1,Low,72,JACKSON,39212,25,HINDS,601-274-5761,4 PM - 6 AM,T TH F
ABC Word Academy,LICENSED,4,Center,1,Low,24,JACKSON,39209,25,HINDS,601-276-3206,1 PM - 2 PM,M T W TH 
ABCs and 123s Infant and Child Care Center LP,LICENSED,4,Center,0,Not Rated,226,JACKSON,39213,25,HINDS,601-278-2251,11 AM - 5 PM,T 
Bethany McKanna,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,JACKSON,39206,25,HINDS,601-278-4369,2 PM - 3 PM,
Betty Jo Halbardier,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,JACKSON,39206,25,HINDS,601-286-5535,9 AM - 12 PM,M T W TH 
Abiding Word Lutheran School,LICENSED,4,Center,0,Not Rated,30,JACKSON,39204,25,HINDS,601-287-2433,1 PM - 3 PM,M T TH F
Betty Louise Haskin,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,JACKSON,39213,25,HINDS,601-287-4476,11 AM - 2 AM,T TH 
Betty Lynn Maddox,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,JACKSON,39213,25,HINDS,601-287-9307,4 PM - 5 AM,W 
Bettye Kathryn Patton,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,JACKSON,39211,25,HINDS,601-296-7567,1 PM - 5 AM,M T W TH 
Abrahams Seed Day Care,LICENSED,4,Center,1,Low,235,JACKSON,39204,25,HINDS,601-310-7599,9 AM - 2 PM,F
Abundant Life Christian Day Care & Preschool,LICENSED,4,Center,0,Not Rated,12,JACKSON,39209,25,HINDS,601-316-3599,3 PM - 9 AM,M TH 
Abundant Life Learning Center,LICENSED,4,Center,0,Not Rated,41,JACKSON,39209,25,HINDS,601-316-3885,1 PM - 4 AM,M T W TH F
Abundant Rainbows for Kids,LICENSED,4,Center,0,Not Rated,24,JACKSON,39206,25,HINDS,601-317-2777,9 AM - 7 AM,W F
Abundantly Blessed Child Care Center,LICENSED,4,Center,0,Not Rated,89,JACKSON,39206,25,HINDS,601-317-2808,10 AM - 4 AM,T 
Blanca Gonzalez,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,JACKSON,39204,25,HINDS,601-320-0000,11 AM - 7 AM,M T W TH F
Blanca Lidia Tiquiram,UNLICENSED,6,Relative In-Home,0,Not Rated,5,JACKSON,39206,25,HINDS,601-320-3326,2 PM - 6 AM,M TH F
Bonnie Garcia,UNLICENSED,6,Relative In-Home,0,Not Rated,5,JACKSON,39209,25,HINDS,601-323-1855,2 PM - 4 PM,T 
Bosede Ojo,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,JACKSON,39213,25,HINDS,601-324-1553,2 PM - 11 AM,F
Academic Beginnings Child Development Center,LICENSED,4,Center,1,Low,22,JACKSON,39213,25,HINDS,601-324-6191,9 AM - 5 PM,T TH F
Braci Morris,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,JACKSON,39202,25,HINDS,601-325-1606,2 PM - 7 AM,M T 
Academy at Walnut Creek,LICENSED,4,Center,0,Not Rated,90,JACKSON,39212,25,HINDS,601-331-0965,2 PM - 5 PM,T W F
Academy Christian School,LICENSED,4,Center,0,Not Rated,59,JACKSON,39206,25,HINDS,601-331-3863,9 AM - 2 PM,M F
Brandy Adams,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,JACKSON,39209,25,HINDS,601-332-2862,10 AM - 3 AM,M 
Academy For Kids,LICENSED,4,Center,0,Not Rated,27,JACKSON,39209,25,HINDS,601-335-2957,4 PM - 3 AM,T W 
Brenda  Adams,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,JACKSON,39209,25,HINDS,601-336-5894,10 AM - 9 AM,M W 
Brenda  Baldwin,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,JACKSON,39209,25,HINDS,601-336-6757,9 AM - 2 PM,M F
